@relation DIALOG_UTTERANCES
@attribute DOC_TEXT string
@attribute HAS_QUESTION_MARK {true, false}
@attribute HAS_AFFIRMATIVE {true, false}
@attribute HAS_NEGATIVE {true, false}
@attribute STARTING_POS {CC, CD, DT, EX, FW, IN, JJ, JJR, JJS, LS, MD, NN, NNS, NNP, NNPS, PDT, POS, PRP, PRP$, RB, RBR, RBS, RP, SYM, TO, UH, VB, VBD, VBG, VBN, VBP, VBZ, WDT, WP, WP$, WRB, X}
@attribute ACT_TAG {statement, question, yes, no, other}
@data
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"it was the first time in my life I had played the game, I was getting killed, I had to do something",false,false,false,PRP,statement
"wants you to what",false,false,false,VBZ,question
"hi there USERNAME",false,false,false,NN,other
"hi USERNAME",false,false,false,JJ,other
"Hummmm...",false,false,false,NNP,statement
"hi USERNAME",false,false,false,JJ,other
"hey...USERNAME wants us too....",false,false,false,UH,statement
"hi USERNAME",false,false,false,JJ,other
"hi room ",false,false,false,UH,other
"wow a duet we can pick on...sounds fun",false,false,false,VB,statement
"hi USERNAME",false,false,false,JJ,other
"hello hottie USERNAME",false,false,false,UH,other
"hi USERNAME ",false,false,false,JJ,other
"grins",false,false,false,X,statement
"hell ya....USERNAME",false,true,false,NN,statement
"hi USERNAME",false,false,false,JJ,other
"bbiam",false,false,false,NN,other
"USERNAME,,,,whatca talkin bout willis",false,false,false,CD,statement
"hi USERNAME nice to meet you",false,false,false,JJ,other
"ahhh.USERNAME ! ,smiles",false,false,false,NN,statement
"hi USERNAME",false,false,false,JJ,other
"Hello USERNAME",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME",false,false,false,CD,statement
"Hey USERNAME",false,false,false,RB,other
"wb USERNAME's",false,false,false,IN,other
"i need to perv there pro's first USERNAME, give me something to go on",false,false,false,PRP,statement
"hi",false,false,false,UH,other
"hey wuts up in here tonite ?",true,false,false,UH,other
"i know USERNAME....",false,false,true,PRP,statement
"wb USERNAME",false,false,false,IN,other
"can't help u there...lol",false,false,false,MD,statement
"nothing i understand so i guess since i am stupid i will go",false,false,true,NN,statement
"ty USERNAME",false,false,false,NN,statement
"where r u USERNAME? ",true,false,false,WRB,question
",thinks she d better perv profiles.....LOL",false,false,false,X,statement
"ty",false,false,false,IN,statement
"bye USERNAME  ",false,false,false,RB,other
"no USERNAME...",false,false,true,DT,no
"how did it ever get called perving anyway?",true,false,false,WRB,question
"yup USERNAME",false,false,false,NN,yes
"where?",true,false,false,WRB,question
"pervert USERNAME...",false,false,false,VB,statement
"LOL.I dunno 8.Ima goin wid the flow....lmao",false,false,true,X,statement
"i USERNAME",false,false,false,PRP,other
"hi USERNAME",false,false,false,JJ,other
"you know its been a great year here, first the Cardnials win the World Series, and then ..........well last night",false,false,true,PRP,statement
"i know but what's perverted about reading profiles?",true,false,true,PRP,question
"west of Albany",false,false,false,NN,statement
"what happened USERNAME?",true,false,false,WP,question
"kewl, i'm in saratoga",false,false,false,NN,statement
"ahhh.just havin a lil fun USERNAME............smiles",false,false,false,JJ,statement
"hi USERNAME",false,false,false,JJ,other
"there was an election USERNAME",false,false,false,EX,statement
"brb",false,false,false,NN,other
"wut USERNAME? ",true,false,false,NN,question
"ok USERNAME...on to next subject...lol",false,false,false,RB,statement
"lol thanks USERNAME. ",false,false,false,NN,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hey USERNAME",false,false,false,RB,other
"hey USERNAME",false,false,false,RB,other
" hi",false,false,false,X,other
"lol, sorry USERNAME",false,false,false,NN,statement
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"wb USERNAME",false,false,false,IN,other
",sighs",false,false,false,X,statement
"hi guys",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME ",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi",false,false,false,UH,other
"wb USERNAME...",false,false,false,IN,other
"hi USERNAME ",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hey USERNAME",false,false,false,RB,other
"hih USERNAME too ",false,false,false,RB,other
"what was  alcopones nick name",false,false,false,WP,question
"al maybe  lol ",false,false,false,UH,statement
"who cares USERNAME?",true,false,false,WP,question
"hi USERNAME",false,false,false,JJ,other
"hi ya",false,true,false,UH,other
"i like to do quizes ok",false,false,false,PRP,statement
"sometimes",false,false,false,RB,statement
"jk USERNAME....",false,false,false,JJ,statement
"what was his nicname USERNAME?",true,false,false,WP,question
"dont see her USERNAME",false,false,false,VBP,yes
"wb USERNAME",false,false,false,IN,other
"yall.....USERNAME leave???",true,true,false,NN,statement
"scar face",false,false,false,NN,statement
"ahhh ty USERNAME",false,false,false,NN,statement
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"wb USERNAME",false,false,false,IN,other
",goes back to pervin profilrs",false,false,false,X,statement
"she has always been so nice to me, hate to see her run off",false,false,false,PRP,statement
"hi",false,false,false,UH,other
"who ran off?",true,false,false,WP,question
"hi USERNAME",false,false,false,JJ,other
"USERNAME",false,false,false,CD,statement
"so whats happening",false,false,false,IN,question
"hi USERNAME",false,false,false,JJ,other
"wb USERNAME",false,false,false,IN,other
"hands USERNAME back the pillow",false,false,false,NNS,statement
"ty.....clicked the  wrong button.....",false,false,false,UH,statement
"USERNAME what was the name of lincolns famous speech ",false,false,false,CD,question
"lol...ty  USERNAME",false,false,false,NN,statement
"ok,,doggies are all set now",false,false,true,NNS,statement
"hi USERNAME",false,false,false,JJ,other
"USERNAME the red X is bad..say far far away.........lol",false,false,false,CD,statement
"well off to porn sites for release of life",false,false,false,RB,statement
"lol...i know  USERNAME.....the dreaded red x",false,false,true,CC,yes
"well enjoy then USERNAME",false,false,false,RB,statement
"no wine USERNAME lol",false,false,true,DT,yes
"well, i have a headach anyway",false,false,false,RB,statement
"thanks USERNAME i will at least twice tonight",false,false,false,NNS,other
"the gettysburg address",false,false,false,DT,yes
"Hay Girl !",false,false,false,NNP,other
"heyyyyy USERNAME",false,false,false,NN,other
"wb USERNAME",false,false,false,IN,other
"i never lie USERNAME",false,false,false,PRP,statement
",,,smiles",false,false,false,X,statement
"hello all..",false,false,false,UH,other
"hi USERNAME",false,false,false,JJ,other
"brb",false,false,false,NN,other
"hi USERNAME",false,false,false,JJ,other
"pleaseeeee USERNAME",false,false,false,NN,statement
"howdy USERNAME",false,false,false,RB,other
"hi USERNAME theere",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hiya USERNAME..how are u",false,true,false,NN,question
"hiya USERNAME,,how are u doing",false,true,false,NN,other
"good u USERNAME",false,false,false,JJ,question
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"he USERNAME",false,false,false,PRP,other
"hi USERNAME",false,false,false,JJ,other
"wb USERNAME",false,false,false,IN,other
"hey",false,false,false,UH,other
"hi  USERNAME muahssssssssssssssss baby",false,false,false,UH,other
"Hiya USERNAME",false,true,false,NNP,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME i just remember, danny left to recieve his email...boy must of been a good one",false,false,false,CD,statement
"is AFK fer a few",false,false,false,VBZ,other
"hiya USERNAME",false,true,false,NN,other
"how have u been doing USERNAME",false,false,false,WRB,question
"hiya",false,true,false,NN,other
"yes it does",false,true,false,UH,yes
"USERNAME get a life",false,false,false,CD,statement
" hands USERNAME LOL",false,false,false,X,statement
"tabasco hot sauce was made in la right USERNAME",false,false,false,VB,statement
"oh...ok USERNAME",false,false,false,UH,yes
"yw",false,false,false,UH,statement
"lol we all the same pm",false,false,false,UH,statement
"some guys pronopming the ladies",false,false,true,DT,statement
"i think so USERNAME",false,false,false,PRP,statement
"got",false,false,false,NN,statement
"are you kiddin me, if had a pair of my own, like anyone here would even know me",false,false,true,VBP,statement
"hi USERNAME",false,false,false,JJ,other
" shrugs USERNAME..... hehe",false,false,false,X,statement
"Howdy USERNAME.....",false,false,false,NNP,other
"you ring USERNAME",false,false,false,PRP,statement
"i'm getting him banned",false,false,false,PRP,statement
"ty USERNAME",false,false,false,NN,statement
"wow mercy mercy me....things aint what they used to be....hmm hmm hmm",false,false,false,UH,statement
"ok who sang that?",true,false,false,UH,question
" USERNAME",false,false,false,X,statement
"USERNAME .... It's Rang .....",false,false,false,CD,statement
" dont know",false,false,true,X,statement
" some guy",false,false,false,X,statement
"that was that guy Marvin Gay",false,false,false,DT,statement
"USERNAME.......",false,false,false,CD,statement
"that hall oates guy?",true,false,false,IN,statement
" hows ya doing?",true,true,false,X,question
"YES",false,true,false,UH,yes
"when somebody rang the door bell on the show the adams family lurch would say ''you ring",false,false,false,WRB,statement
"Marvin",false,false,false,NNP,statement
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"Memory different than mine......",false,false,false,NN,statement
"shoot up early tomorrow nite much love",false,false,false,NN,other
"nite USERNAME",false,false,false,RB,other
" K USERNAME",false,false,false,X,other
"h USERNAME",false,false,false,LS,other
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"florida",false,false,false,NN,statement
"hi USERNAME",false,false,false,JJ,other
"I cant play scrabble worth a crap, but I rule at name that tune",false,false,false,PRP,statement
"hi",false,false,false,UH,other
"in how many notes USERNAME?",true,false,true,IN,question
"hi USERNAME",false,false,false,JJ,other
"hi USERNAME",false,false,false,JJ,other
"USERNAME",false,false,false,CD,statement
"ok USERNAME . la la la....name that tune",false,false,false,RB,statement
"hi USERNAME",false,false,false,JJ,other
"all you need is love,,,, the beatles",false,false,false,DT,statement
"USERNAME got stuck in the door  it threw her back out",false,false,false,CD,statement
"lol i thought you were good USERNAME",false,false,false,NN,statement
" Ohh I remember hearing that one USERNAME",false,false,false,X,statement
"who sing the song  purple haze",false,false,false,WP,question
"right",false,false,false,RB,yes
"who sings bye bye boyfriend?",true,false,false,WP,question
"hi USERNAME",false,false,false,JJ,other
"my grilfriend",false,false,false,PRP$,statement
"times up...febe dobson",false,false,false,NNS,statement
"Lovely Pic in Prof USERNAME......",false,false,false,NNP,statement
"i bet she does USERNAME",false,false,false,PRP,statement
"thanx USERNAME",false,false,false,NN,statement
"hi sorry i can't stay",false,false,false,UH,statement
"just surfing again tonight",false,false,false,RB,statement
"wc",false,false,false,IN,statement
"bye",false,false,false,UH,other
"see ya USERNAME",false,true,false,VB,other
"hi USERNAME",false,false,false,JJ,other
"hi how r u",false,false,false,UH,question
"who sang  Hey won't you play another somebody done somebody wrong song?",true,false,true,WP,question
"wb USERNAME",false,false,false,IN,other
"wb USERNAME",false,false,false,IN,other
"bj thomas",false,false,false,IN,statement
"thanks USERNAME..",false,false,false,NNS,other
"mac davis",false,false,false,FW,statement
"good answer USERNAME",false,false,false,JJ,statement
"hi USERNAME",false,false,false,JJ,other
"thanks USERNAME..",false,false,false,NNS,other
"Hi",false,false,false,UH,other
"USERNAME?????????",true,false,false,CD,question
"USERNAME .... Maybe before your time but.... Who sang In The Ghetto?",true,false,false,CD,question
"ok who sang reach....1996?",true,false,false,UH,yes
"i'm not USERNAME, guess",false,false,true,PRP,no
"I'm impressed with ya USERNAME .....",false,true,false,PRP,statement
"wb USERNAME",false,false,false,IN,other
"Hi USERNAME",false,false,false,UH,other
"who wrote the song crazy for patsy cline",false,false,false,WP,question
"in 1996? hmmm dont know",true,false,true,IN,statement
"gloria estefan",false,false,false,NN,statement
"tks USERNAME",false,false,false,NN,statement
"wb USERNAME",false,false,false,IN,other
"wow",false,false,false,UH,statement
"hi USERNAME..how are u",false,false,false,JJ,question
